51303569771,gcc,242,128
51303574942,dff,258,265
51303609804,cbg,279,258
51303614833,gce,59,257
51303643049,ebf,211,184
51303660414,bbg,70,130
51303687589,dbe,89,269
51303689546,ceg,156,37
51303695032,fdc,58,252
51303699493,cgf,284,275
51303700552,cfd,276,175
51303709942,dfe,104,265
51303782303,ccc,203,108
51303805248,gab,172,74
51303819841,dcd,57,230
51303853882,dae,79,234
51303859347,cad,250,162
51303864990,ddd,220,253
51303890375,gbf,212,118
51303951020,fab,230,189
51303961911,caf,182,53
51303972020,gda,237,76
51303998429,edc,227,80
51304021919,fef,255,49
51304027830,eeb,250,66
51304031082,cab,299,200
51304047357,gcb,142,59
51304056173,agc,54,256
51304090268,fbc,241,29
51304097145,dbd,260,70
51304112949,bgg,3,204
51304138827,cgb,211,20
51304155409,dfb,253,55
51304159026,abf,239,295
51304168226,aad,6,166
51304175552,ecg,34,213
51304197868,bgd,26,175
51304264818,fcc,228,28
51304268584,ced,266,190
51304270606,ggd,270,123
51304305520,bea,205,44
51304308558,gaf,139,152
51304312684,ddd,104,235
51304314811,beg,157,238
51304321233,gcd,252,170
51304324679,cga,104,137
51304327430,gac,107,175
51304381263,baf,254,135
51304383021,gad,26,196
51304411245,dcf,68,284
51304426890,bdd,25,71
51304434838,bda,236,81
51304452298,gcc,251,104
51304485766,efg,259,148
51304502128,bbd,210,250
51304532071,gfa,224,181
51304543775,afd,198,21
51304558965,egc,177,134
51304575692,fac,206,242
51304582461,cbe,113,131
51304609287,adg,7,48
51304631046,dbb,243,75
51304644108,geb,191,225
51304654444,ccc,263,106
51304682216,eaf,141,107
51304685833,eae,74,73
51304697756,dcc,152,109
51304707215,bea,79,51
51304707579,afb,224,28
51304733247,gad,10,205
51304735419,cbe,275,144
51304756681,fgb,118,259
51304756896,fed,206,64
51304789712,aee,21,35
51304791739,eab,38,237
51304812121,agb,89,61
51304815512,ece,279,39
51304828081,dba,253,235
51304871639,caf,263,46
51304894691,efb,58,163
51304896255,ege,77,100
51304897544,dgg,145,176
51304922513,fed,161,70
51304944615,adg,79,43
51304955266,cgb,132,17
51304959789,gff,254,8
51304960107,cda,266,228
51304968843,gfd,264,28
51304988699,ddb,286,49
51304989465,cae,194,85
51304995260,adc,184,232
51305007216,deg,140,271
51305025998,bea,145,45
51305048425,acd,151,108
51305097480,dbb,51,73
51305126115,aea,8,70
51305173233,acg,274,243
51305175916,fdc,109,234
51305180848,efb,95,130
51305204537,eef,259,68
51305206158,dda,94,80
51305227134,daf,265,117
51305232432,cdd,171,256
51305234158,eea,113,89
51305259333,cec,260,210
51305286752,cde,27,9
51305304659,gbd,108,252
51305317856,bdb,74,207
51305360931,bfe,190,262
51305374713,gga,115,145
51305415804,faf,108,49
51305465292,dea,93,47
51305469939,acb,216,80
51305473772,ggf,22,79
51305478946,ggd,217,140
51305515185,afg,14,92
51305543752,eac,12,264
51305549473,fff,28,270
51305549907,eab,243,265
51305552347,edd,80,134
51305556620,dda,260,78
51305566053,ead,27,199
51305587104,eda,28,207
51305600824,aab,175,234
51305635696,bge,8,148
51305638594,gae,31,286
51305641241,cbf,25,88
51305646932,ddc,69,267
51305659683,aaf,166,145
51305743418,bag,264,177
51305753795,edc,173,88
51305775425,agd,88,212
51305846731,ecd,226,61
51305863862,fgd,280,62
51305882842,ccd,290,23
51305898955,cgd,205,221
51305924883,abb,55,255
51305932463,gag,93,161
51305934361,cdg,278,239
51305935555,dga,10,176
51305946830,aga,294,110
51305982857,bac,110,220
51305992480,acd,211,92
51306048238,cdc,152,304
51306062363,gad,180,168
51306085781,afc,168,254
51306086678,bda,164,89
51306093304,dbc,17,280
51306105478,cgg,269,263
51306114152,aba,86,237
51306125696,fdc,14,196
51306158008,efc,216,258
51306176410,aeb,140,77
51306181774,dcg,276,101
51306187020,eda,192,244
51306189507,dca,60,277
51306208622,egf,201,274
51306225421,fdf,184,184
51306275365,cbd,39,195
51306300590,abb,45,300
51306347137,bff,133,166
51306353234,agc,6,232
51306366277,dee,298,32
51306368160,ffd,21,260
51306387593,gcc,44,119
51306394945,egg,159,93
51306412741,ebg,264,192
51306418051,ggc,292,79
51306421552,bec,207,246
51306429749,dbf,207,54
51306443122,fcf,13,115
51306448024,ddf,175,275
51306465556,dab,270,271
51306466491,fae,249,154
51306487524,bde,252,44
51306497782,bbc,41,122
51306501219,bbf,193,206
51306506717,cfc,203,240
51306545812,bfd,22,208
51306587546,gee,170,258
51306624961,feg,83,127
51306633772,gbe,140,245
51306651941,bcd,29,56
51306663656,dad,110,163
51306684116,gea,21,261
51306701846,edg,1,248
51306706388,bbd,56,297
51306710301,bea,6,50
51306736290,bga,162,141
51306744079,fbb,213,187
51306758219,cge,111,81
51306769146,dcc,12,89
51306777243,egc,28,111
51306814592,fae,118,123
51306821047,ccg,229,215
51306835924,aac,79,159
51306837707,fec,274,32
51306840766,fbe,69,90
51306846654,gbc,248,200
51306850794,bgb,100,224
51306886050,acf,15,184
51306889960,beb,231,53
51306890145,ebe,253,285
51306897533,bga,231,114
51306897842,eca,67,156
51306912260,bdf,75,229
51306928771,cdg,150,195
51306933561,ega,64,63
51306948974,ffe,241,69
51306965707,gfe,144,46
51306967922,dag,267,218
51306991991,bcg,99,284
51306992426,cbe,41,164
51307022557,eag,63,256
51307027355,aeg,244,72
51307056216,aab,146,250
51307061106,fcb,235,288
51307063030,cdb,253,17
51307103229,ade,28,86
51307111931,bea,40,52
51307122485,fbb,99,215
51307132735,feg,191,151
51307138509,gcf,83,241
51307155208,eff,172,160
51307175565,deb,35,71
51307178213,bde,62,44
51307182495,ead,78,202
51307190848,adc,225,266
51307202915,agg,264,180
51307204245,cgf,90,247
51307219821,egd,62,275
51307256091,dff,78,254
51307260366,abd,37,115
51307265766,baf,288,135
51307270403,dce,288,178
51307288274,acc,282,178
51307288366,gcc,77,116
51307297499,dda,194,91
51307362565,bdd,294,62
51307368321,ceb,4,206
51307373499,fbf,155,90
51307403255,fge,36,286
51307404123,gce,71,231
51307409895,bed,143,201
51307435912,bbb,33,206
51307440498,cbf,33,103
51307476279,bgf,244,252
51307476652,aed,2,76
51307487850,dec,54,268
51307501954,agf,50,48
51307517956,ded,199,74
51307532465,fff,68,315
51307544688,fcg,213,97
51307548510,eeg,153,188
51307560283,gde,62,14
51307568851,bgc,4,124
51307577418,egg,209,86
51307591561,abg,118,244
51307597744,fac,124,210
51307607309,gaf,15,155
51307625615,dgb,97,178
51307674535,gdf,47,24
51307696398,eee,257,152
51307709654,bae,14,31
51307719940,gdb,10,146
51307726584,fag,126,52
51307733329,ddg,173,46
51307737424,bdb,6,219
51307742289,bcc,211,97
51307751028,cce,255,128
51307768053,fdc,119,184
51307794545,gbg,166,167
51307798873,ddg,17,46
51307802357,ecc,284,212
51307820792,bad,280,49
51307832288,fgc,144,37
51307838751,gdg,106,190
51307856381,fde,246,71
51307882810,edd,224,148
51307905523,ace,210,12
51307914982,gef,195,32
51307934128,fcd,179,270
51307940469,cfa,64,207
51307974067,ffd,229,257
51308012188,agf,208,51
51308036405,bge,274,173
51308051550,dcb,179,179
51308061616,bdg,41,174
51308063055,dda,210,100
51308076973,ada,52,208
51308088440,aeb,24,75
51308099872,cca,14,14
51308114770,gda,6,66
51308120324,afd,35,19
51308141025,afg,180,78
51308159003,bca,96,146
51308160892,baa,56,91
51308177158,bac,210,184
51308184188,cfa,222,209
51308201548,ecf,168,160
51308215347,cfb,120,221
51308228944,bbg,219,109
51308229019,gef,78,36
51308242552,abd,243,124
51308245857,ggd,69,162
51308250250,eef,167,57
51308274286,cba,34,74
51308309858,beg,9,226
51308327678,gdd,293,245
51308328509,cfg,41,224
51308332221,bac,264,204
51308361272,dde,257,259
51308365492,aag,31,254
51308395306,ggd,89,166
51308400545,add,72,26
51308401987,fcg,16,104
51308402239,dfg,298,245
51308404270,fda,83,117
51308418422,age,264,58
51308425662,adf,178,18
51308430269,gga,180,121
51308434831,fdd,49,246
51308460418,geg,93,26
51308474237,ebc,144,231
51308490264,bfb,156,108
51308495357,dfa,240,245
51308508842,cge,55,69
51308528661,fea,282,178
51308550180,eef,295,48
51308554090,dbg,17,297
51308566394,cdf,60,208
51308615859,ffc,20,103
51308628862,gfb,247,183
51308632400,ggg,236,288
51308658529,bba,26,82
51308660394,ccf,295,127
51308688854,bed,54,221
51308700794,ebd,48,172
51308739061,eeb,119,62
51308755728,bbb,14,224
51308756524,abc,136,185
51308760676,fad,187,102
51308762192,aad,73,177
51308784232,dcb,187,211
51308792484,aef,119,196
51308798653,egf,250,293
51308815053,dfc,23,210
51308819765,cff,13,298
51308827988,fba,95,76
51308842118,fbc,269,28
51308849143,def,144,246
51308867578,bae,299,35
51308869632,cac,61,197
51308872369,bcf,270,181
51308892027,bdf,222,185
51308899029,gge,49,241
51308915520,afe,141,92
51308927463,cba,243,76
51308934669,fgf,269,26
51308936826,aae,121,155
51308947858,cbc,63,234
51308950503,fdg,5,217
51308976754,bfg,8,287
51308991536,adb,6,258
51308997296,ffa,15,143
51309003516,fbd,57,243
51309009076,cgd,299,243
51309043239,bee,26,240
51309047657,fca,183,131
51309056790,ccc,12,106
51309089100,bbe,41,132
51309096926,dgf,13,98
51309101976,aca,16,228
51309110641,fce,204,77
51309133326,gcc,288,93
51309141383,eec,19,120
51309151552,gdb,137,150
51309218979,abe,52,150
51309244588,fee,12,250
51309254883,cgc,58,273
51309268092,faa,209,99
51309281187,dbg,212,314
51309292070,dfg,232,196
51309302759,aec,44,234
51309304609,egb,17,49
51309306525,edb,85,234
51309309346,gba,204,9
51309313823,agb,150,70
51309319387,efe,278,15
51309340686,ffg,104,124
51309348433,dac,172,257
51309356575,fbb,290,193
51309358816,cbg,117,219
51309366191,aaa,38,194
51309381160,aff,112,85
51309388372,dcf,44,318
51309394799,dgc,198,251
51309400862,cfb,121,249
51309405774,abe,212,120
51309415150,eaa,160,252
51309440880,gda,2,63
51309449018,gbb,197,234
51309453894,gdc,36,50
51309457857,bfa,281,37
51309458409,ede,95,277
51309460729,fga,185,113
51309466779,ccd,267,20
51309478026,fdb,47,97
51309500244,cfd,246,155
51309514857,ebb,212,73
51309516018,ddb,102,43
51309518012,dga,54,168
51309538068,gcg,41,144
51309539222,deg,6,322
51309546015,fbg,190,299
51309567487,fac,212,220
51309568039,eea,255,73
51309595768,gec,174,171
51309601186,edf,176,242
51309616146,dfd,56,254
51309665924,fbf,241,72
51309695710,fff,15,274
51309721221,efd,264,225
51309721513,ecb,293,214
51309737672,abe,239,102
51309761327,def,211,209
51309768562,ffb,295,101
51309776851,bea,69,58
51309782065,ggb,52,33
51309783893,cef,210,196
51309828867,eba,172,258
51309830764,bdc,227,237
51309832795,bcb,30,133
51309856406,caa,54,30
51309867812,cee,83,97
51309867887,cea,167,125
51309877058,bef,187,227
51309885616,cbb,95,205
51309887470,gfc,220,202
51309941813,daa,227,229
51309957700,efa,164,12
51309964828,gaf,145,181
51309985378,bce,11,197
51309999844,eda,56,239
51310004393,fcd,268,286
51310006391,gca,109,228
51310012796,afe,141,96
51310012927,ebb,88,75
51310034341,faf,207,55
51310037369,agc,121,211
51310060744,aee,146,30
51310079742,aac,285,146
51310084877,cfd,9,145
51310097190,cdc,230,334
51310154144,cgf,78,261
51310167142,bec,278,226
51310179315,fce,113,76
51310191583,ccg,280,245
51310201808,dgd,166,88
51310236314,ccb,290,22
51310262022,gaa,196,73
51310274115,aef,244,176
51310286811,egg,260,100
51310301900,cbd,163,191
51310310540,aaf,270,137
51310318862,aae,231,141
51310323871,fcd,10,257
51310327484,bfa,195,31
51310327978,bgf,26,267
51310328779,adc,5,297
51310348372,dbd,161,70
51310363778,cee,279,103
51310365856,edg,274,262
51310384777,fdg,264,253
51310389259,ffe,35,72
51310392895,eaf,192,110
51310438555,dde,249,246
51310449205,fbg,149,287
51310454859,gdg,196,205
51310456853,cec,235,210
51310457920,aed,182,69
51310464651,agd,18,209
51310470776,cgb,268,18
51310489949,cgg,277,302
51310506813,gfg,179,313
51310540099,cac,220,195
51310550923,eeg,283,165
51310551247,cge,78,66
51310565652,gfd,126,27
51310569551,bfd,96,172
51310608574,aca,21,207
51310615339,agf,34,56
51310683579,dee,62,28
51310706733,aaa,39,168
51310721906,efc,126,268
51310747528,acc,198,206
51310789268,bcg,126,238
51310791905,agc,187,219
51310803968,dge,244,90
51310842702,cbd,79,200
51310866145,acg,39,225
51310871298,dgc,222,263
51310879404,efc,237,273
51310889464,fec,131,26
51310893499,fgg,4,112
51310912464,caa,83,27
51310972757,cag,31,123
51310983252,cff,190,354
51311011466,fag,134,61
51311020306,aga,212,117
51311021698,eca,92,160
51311030189,gcd,145,141
51311043526,daa,92,190
51311046404,gbd,107,292
51311094154,aed,215,69
51311129931,edg,204,235
51311165190,afg,77,85
51311179769,cce,161,102
51311185080,ffe,162,77
51311201635,bca,26,131
51311210463,cge,247,73
51311239467,gfc,121,197
51311264996,caa,73,25
51311313024,efb,214,123
51311313678,gee,296,245
51311324346,eea,196,66
51311354744,cda,67,269
51311393602,gfb,217,170
51311399873,gdb,289,132
51311404616,cfb,156,204
51311407802,agc,232,221
51311435998,fgb,250,225
51311453651,fgb,206,240
51311470134,gdf,220,23
51311476022,eed,174,60
51311480123,ccc,275,98
51311536993,cgd,225,247
51311553134,dbb,224,76
51311580342,afa,131,120
51311587881,dbd,32,69
51311601251,fbb,254,185
51311610443,bab,98,147
51311615738,dag,292,196
51311678540,daf,5,139
51311690768,gff,135,8
51311728735,aba,134,213
51311740887,gdc,10,41
51311766649,dcg,159,85
51311770054,dbe,130,220
51311792192,cfe,194,151
51311797297,abd,46,135
51311826139,dda,46,83
51311831159,fdf,7,178
51311881237,ege,11,86
51311884993,gbc,116,200
51311901374,fge,77,294
51311920030,bfd,25,149
51311920266,ffb,93,92
51311982802,dad,233,164
51311995711,ddf,108,264
51312002003,bgg,84,238
51312007742,cbb,164,200
51312011327,gfb,277,136
51312012976,agd,47,238
51312020324,cde,239,9
51312043234,baa,199,78
51312083552,bgf,265,267
51312087650,gda,169,51
51312093533,cga,175,160
51312119611,gce,108,272
51312133869,fde,125,80
51312139941,gfa,248,186
51312146118,dbe,104,204
51312194920,ebf,64,163
51312231401,ecc,238,203
51312263936,edf,57,200
51312279912,gbc,88,218
51312300779,dfe,11,280
51312316969,gag,248,132
51312324158,eda,113,260
51312327657,cdf,200,230
51312339884,efg,279,125
51312350662,fde,34,92
51312366928,cad,21,144
51312371632,aab,132,247
51312376893,eca,90,164
51312404299,ceg,278,39
51312406479,ccb,200,23
51312407257,bfe,234,233
51312459719,eae,159,62
51312471141,feb,147,56
51312515184,cbe,2,144
51312527297,efa,265,9
51312541908,ggc,172,77
51312546864,ecb,181,201
51312551171,ddb,252,37
51312551678,dae,152,208
51312561160,fef,183,58
51312603841,gcb,30,69
51312619825,ebe,6,267
51312658386,bfc,2,58
51312662467,bfg,159,284
51312667874,caf,7,51
51312671155,cbg,124,216
51312675900,afc,72,223
51312680969,bac,80,208
51312686529,age,227,62
51312768915,cec,24,249
51312797895,acb,195,65
51312823959,dcd,278,204
51312841692,gaa,257,62
51312845207,beb,115,60
51312866273,ced,282,153
51312879506,ged,143,125
51312909069,gdf,70,24
51312930912,fab,27,166
51312956361,edd,225,131
51312969650,cec,28,201
51312975506,ged,287,106
51312983701,fed,122,61
51313006627,gbf,123,99
51313020646,aea,229,80
51313041721,egb,23,48
51313096439,geg,62,30
51313117097,edd,230,111
51313124376,ade,38,97
51313129977,cae,111,79
51313143262,caa,271,22
51313143747,bfa,128,36
51313154629,gab,288,78
51313193954,ddc,165,258
51313208574,bed,147,179
51313211587,fbb,174,172
51313231562,bcc,228,107
51313251614,dfb,6,62
51313254367,ddg,136,48
51313266573,ebg,80,199
51313304156,cfg,202,248
51313305585,gfe,239,43
51313319506,gab,182,82
51313349038,aff,129,75
51313380036,dfg,123,196
51313426010,bab,228,135
51313427948,ccg,153,267
51313441329,bba,58,68
51313442160,abf,129,292
51313443341,cca,172,14
51313474430,fdc,237,147
51313486774,fcb,145,270
51313501125,bgb,158,179
51313517470,fdb,90,110
51313534548,add,132,28
51313534649,gae,225,294
51313618208,gef,63,31
51313619902,dba,205,235
51313625003,afb,42,23
51313641615,gec,30,159
51313654001,gac,151,192
51313655801,ece,13,41
51313677862,ecg,289,253
51313701585,adb,222,234
51313744719,bca,145,155
51313747698,abc,74,160
51313761169,gfd,108,23
51313769590,bbg,87,101
51313778673,gag,248,155
51313784195,gga,114,127
51313808091,dce,102,186
51313813992,dea,217,53
51313835253,dfa,92,213
51313862047,agg,283,214
51313866536,ddd,54,192
51313893175,ebe,57,248
51313900944,fde,257,98
51313925186,dgg,193,197
51313935987,ead,46,169
51313974317,fca,45,140
51313986023,cdd,232,281
51313989148,fdg,56,288
51314006250,cab,125,227
51314006981,aac,65,141
51314022899,geb,90,189
51314029852,abb,68,300
51314032051,bfd,96,140
51314040787,gca,253,191
51314041206,eab,236,288
51314063966,feg,260,176
51314074051,acf,124,206
51314075734,ebc,89,258
51314115969,gac,90,163
51314125549,bgc,4,101
51314126259,bgd,75,178
51314127653,eaf,63,110
51314142518,fcc,74,32
51314147524,bfd,141,133
51314154280,ece,177,38
51314155094,bbc,291,101
51314169028,bac,138,243
51314186557,aaa,172,194
51314190877,cbf,51,111
51314229695,bbb,190,235
51314231352,fdf,299,211
51314238104,efe,74,12
51314263356,dec,6,225
51314272009,fcg,57,84
51314278365,dgb,79,195
51314289372,age,147,58
51314317643,aed,99,81
51314319322,dcc,6,81
51314319698,dab,50,276
51314346697,ffa,172,138
51314369357,abf,246,283
51314405958,dfa,198,223
51314440827,gca,90,179
51314492250,egc,297,132
51314515923,ffg,43,145
51314530219,acd,132,81
51314531392,eff,248,129
51314542964,acb,42,66
51314546945,dee,247,25
51314557330,abe,45,120
51314570147,eeb,94,66
51314578744,afe,294,98
51314581703,bgc,299,90
51314604481,dcc,167,72
51314605588,gbg,130,188
51314611349,dcb,254,168
51314649724,faf,250,48
51314668374,dfb,222,61
51314669945,dcg,254,96
51314675633,dbg,9,266
51314698941,fbe,251,72
51314701811,eac,253,271
51314731638,aeg,289,79
51314758320,ceg,17,42
51314772970,deb,288,74
51314781163,gdg,56,211
51314785796,deg,67,309
51314791694,bcc,289,98
51314800555,edc,80,104
51314810078,agg,120,201
51314838622,egf,61,257
51314847601,afc,46,263
51314850710,ecg,19,301
51314868435,fac,243,180
51314873961,adg,119,49
51314890133,ada,186,176
51314915702,gdb,216,113
51314925599,efb,227,127
51314954001,abe,117,116
51314957704,bbf,35,201
51314959491,dcd,96,242
51314960665,gbe,130,249
51314979646,egd,114,305
51314981476,fcf,279,94
51315026704,dgc,253,281
51315027840,fbd,293,274
51315053964,fad,8,96
51315055511,fgf,61,29
51315057773,cbc,179,250
51315080550,gec,96,147
51315094915,bda,186,84
51315105252,fec,294,21
51315106065,bag,40,159
51315106329,cdg,215,210
51315150503,cdb,92,15
51315156931,ebb,292,83
51315162622,edb,150,198
51315168916,dga,43,169
51315189794,dbf,47,56
51315208286,cdc,129,327
51315210385,bcb,68,147
51315218521,fde,242,80
51315279417,dcd,145,271
51315295773,bge,109,176
51315302763,agf,105,63
51315309575,bdf,10,220
51315321057,bec,60,223
51315329852,fgg,83,110
51315353014,efg,261,132
51315369208,faa,46,104
51315376003,gba,14,7
51315381915,agc,172,251
51315384840,ggf,36,63
51315390147,gde,84,15
51315405904,gef,223,35
51315424158,gea,178,242
51315468173,cce,284,116
51315474343,fgd,50,52
51315497529,gfe,289,47
51315507246,gad,255,188
51315538040,eec,163,126
51315542374,ebf,241,135
51315546588,ggc,251,80
51315555866,ecd,103,68
51315559073,gbf,17,90
51315560631,ege,45,78
51315571496,cdf,273,220
51315594639,eef,185,46
51315613657,aaa,176,161
51315616172,bde,282,50
51315632677,bgc,131,76
51315645583,bcd,15,51
51315652433,eae,259,65
51315655976,ecf,171,136
51315689451,bfb,250,88
51315703068,bbb,207,267
51315704538,bag,52,176
51315707476,dcf,167,292
51315726324,ffc,33,84
51315732953,gbe,155,263
51315737917,cgf,58,237
51315746339,fce,102,66
51315767539,fgc,206,31
51315770211,fee,194,287
51315805012,gae,47,279
51315819881,ffa,157,146
51315828449,dga,25,192
51315833761,aaf,41,137
51315840498,feb,55,58
51315842461,gbc,72,259
51315849838,eea,200,62
51315871201,ega,243,67
51315890777,afg,69,88
51315910735,gaf,16,208
51315910938,gfg,27,338
51315924597,ccf,264,128
51315954632,dbc,92,240
51315965557,dca,73,290
51315973504,dfe,186,243
51315999500,bdb,226,175
51316008110,fda,168,136
51316009765,gcf,147,236
51316033061,aad,297,153
51316036529,fag,177,53
51316042949,cad,192,122
51316045453,fae,237,109
51316067862,cee,97,109
51316096832,cfc,274,218
51316099951,edg,15,235
51316127493,ddf,293,300
51316132420,gff,245,8
51316145692,bga,200,95
51316147743,cdd,184,233
51316154098,ebf,29,132
51316159722,fef,3,57
51316160091,gea,53,217
51316166700,ded,239,59
51316168737,gbf,71,104
51316179636,bea,101,58
51316181522,dfc,264,201
51316188715,eed,299,55
51316202426,abg,75,222
51316218068,dcb,128,194
51316222525,aeb,238,64
51316223605,bgg,112,202
51316228175,cca,4,13
51316268491,dfd,156,289
51316270730,bbd,62,299
51316271511,bbc,6,87
51316288193,dfg,154,182
51316288961,bff,292,184
51316301476,fgg,268,119
51316331147,ccd,211,20
51316337987,eag,287,279
51316357793,fga,187,110
51316402037,gaa,205,73
51316432708,gcc,108,93
51316447657,bbg,167,115
51316455797,ccc,230,82
51316457698,cba,64,90
51316471650,ccg,119,280
51316476790,gad,43,157
51316484992,dgg,91,189
51316499143,ced,189,140
51316512043,bad,9,51
51316539874,efb,3,146
51316568033,gbd,207,303
51316568814,deg,192,275
51316569535,dgf,50,79
51316574389,bda,222,89
51316575963,cgc,74,294
51316584478,fgc,299,24
51316593087,ceb,284,238
51316597302,ebd,216,197
51316597996,bgf,183,240
51316614284,abf,215,251
51316620621,egb,114,42
51316622255,fed,72,71
51316626303,ebb,270,71
51316639984,aca,83,175
51316661763,fga,225,106
51316698389,fcd,218,303
51316704585,bce,264,193
51316756958,cda,203,263
51316759709,gea,108,201
51316791746,fbc,114,28
51316792174,baf,7,112
51316880530,bdd,132,63
51316912313,gcg,102,164
51316922170,bdg,86,191
51316939275,abc,195,168
51316944745,cge,207,84
51316976744,cgd,136,281
51317003318,dfa,155,209
51317005646,gee,135,203
51317019517,aad,100,182
51317043367,feg,82,186
51317066815,gfb,168,157
51317067057,fbf,141,84
51317084658,dgg,201,213
51317088588,ddc,101,296
51317148822,dff,147,231
51317154155,ggd,28,180
51317158537,ddb,175,44
51317185119,cdb,278,15
51317185682,bef,280,263
51317199385,aef,35,181
51317203035,ggb,254,37
51317221079,bca,283,153
51317224056,bfg,150,320
51317251410,aea,275,72
51317253438,eaa,33,267
51317274243,dfe,218,252
51317274613,bcb,226,127
51317294779,fdd,50,199
51317296168,ece,217,42
51317307470,eeg,5,145
51317330162,bfe,223,230
51317340491,bdc,143,194
51317356735,bab,236,130
51317360223,aga,87,118
51317360680,caf,172,41
51317382702,gfg,57,314
51317385419,adf,15,15
51317386938,ecf,148,146
51317392319,dgg,19,181
51317466816,gdd,118,222
51317468190,edg,282,206
51317502980,cce,18,118
51317503050,gaa,107,66
51317512028,ccf,197,103
51317528090,bae,134,38
51317532040,ade,12,83
51317532784,fea,239,165
51317548885,abb,227,306
51317551647,dac,173,213
51317552784,cga,118,163
51317591477,baa,36,80
51317599632,gec,138,144
51317601521,afd,183,20
51317628252,ace,192,13
51317631997,afc,155,228
51317655750,eee,171,136
51317679070,bec,291,229
51317695509,eef,156,47
51317711161,acc,125,238
51317730978,acf,256,164
51317746191,add,194,22
51317773443,bcf,104,204
51317779793,fff,287,238
51317791138,def,137,179
51317801744,bgg,244,191
51317817488,bbc,274,75
51317820274,dba,161,213
51317841182,dcg,119,100
51317856581,cab,222,238
51317861686,fef,7,46
51317862176,beg,292,185
51317863410,bec,168,226
51317864133,fcg,21,77
51317891679,ffd,105,251
51317917899,cfa,23,240
51317965556,dec,102,200
51317969632,gge,190,274
